action_type,combined_shot_type,loc_x,loc_y,period,playoffs,season,shot_distance,shot_made_flag,opponent,remaining_time,2PT Field Goal,3PT Field Goal,Bank Shot,Dunk,Hook Shot,Jump Shot,Layup,Tip Shot,home_court,injury
Turnaround Jump Shot,Jump Shot,-48,78,3,0,2000,9,1.0,LAC,293,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,153,198,3,0,2000,25,0.0,LAC,222,False,True,False,False,False,True,False,False,0,0
Alley Oop Layup shot,Layup,-56,21,3,0,2000,5,1.0,LAC,135,True,False,False,False,False,False,True,False,0,0
Driving Layup Shot,Layup,0,0,3,0,2000,0,0.0,LAC,54,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,201,11,4,0,2000,20,1.0,LAC,667,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,243,34,1,0,2000,24,1.0,IND,582,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,123,232,1,0,2000,26,1.0,IND,300,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-157,137,1,0,2000,20,1.0,IND,210,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,138,110,2,0,2000,17,0.0,IND,668,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,102,137,2,0,2000,17,0.0,IND,520,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,186,17,2,0,2000,18,0.0,IND,227,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,2,0,2000,0,1.0,IND,174,True,False,False,False,False,False,True,False,1,0
Slam Dunk Shot,Dunk,0,0,3,0,2000,0,1.0,IND,502,True,False,False,True,False,False,False,False,1,0
Jump Shot,Jump Shot,142,245,3,0,2000,28,0.0,IND,442,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-33,70,3,0,2000,7,0.0,IND,412,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-12,42,3,0,2000,4,0.0,IND,408,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,121,104,3,0,2000,15,0.0,IND,298,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,3,0,2000,0,1.0,IND,243,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,79,163,3,0,2000,18,0.0,IND,198,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-94,0,3,0,2000,9,0.0,IND,177,True,False,False,False,False,True,False,False,1,0
Running Jump Shot,Jump Shot,-124,135,3,0,2000,18,1.0,IND,139,True,False,False,False,False,True,False,False,1,0
Running Dunk Shot,Dunk,0,0,3,0,2000,0,0.0,IND,75,True,False,False,True,False,False,False,False,1,0
Jump Shot,Jump Shot,108,409,3,0,2000,42,0.0,IND,0,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-67,135,4,0,2000,15,0.0,IND,632,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-160,224,4,0,2000,27,1.0,IND,606,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-134,9,1,0,2000,13,1.0,SEA,659,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-122,15,1,0,2000,12,0.0,SEA,517,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-101,116,1,0,2000,15,0.0,SEA,430,True,False,False,False,False,True,False,False,0,0
Running Jump Shot,Jump Shot,-29,19,1,0,2000,3,1.0,SEA,48,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-50,245,1,0,2000,25,0.0,SEA,24,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-150,466,1,0,2000,48,0.0,SEA,0,False,True,False,False,False,True,False,False,0,0
Layup Shot,Layup,-29,13,2,0,2000,3,0.0,SEA,708,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,-35,19,2,0,2000,3,0.0,SEA,540,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-35,19,2,0,2000,3,0.0,SEA,114,True,False,False,False,False,True,False,False,0,0
Slam Dunk Shot,Dunk,0,0,3,0,2000,0,1.0,SEA,577,True,False,False,True,False,False,False,False,0,0
Jump Shot,Jump Shot,167,207,3,0,2000,26,0.0,SEA,546,False,True,False,False,False,True,False,False,0,0
Slam Dunk Shot,Dunk,0,0,3,0,2000,0,1.0,SEA,422,True,False,False,True,False,False,False,False,0,0
Jump Shot,Jump Shot,60,177,3,0,2000,18,1.0,SEA,225,True,False,False,False,False,True,False,False,0,0
Driving Layup Shot,Layup,0,0,3,0,2000,0,1.0,SEA,88,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,-86,253,1,0,2000,26,0.0,SAS,574,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,172,68,1,0,2000,18,1.0,SAS,448,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-50,28,1,0,2000,5,0.0,SAS,395,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-86,165,1,0,2000,18,1.0,SAS,330,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-79,28,1,0,2000,8,0.0,SAS,290,True,False,False,False,False,True,False,False,1,0
Driving Dunk Shot,Dunk,0,0,1,0,2000,0,1.0,SAS,244,True,False,False,True,False,False,False,False,1,0
Jump Shot,Jump Shot,18,144,1,0,2000,14,0.0,SAS,153,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,123,55,1,0,2000,13,0.0,SAS,120,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,1,0,2000,0,0.0,SAS,7,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,-170,-15,2,0,2000,17,0.0,SAS,280,True,False,False,False,False,True,False,False,1,0
Running Jump Shot,Jump Shot,159,116,2,0,2000,19,1.0,SAS,254,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,32,148,3,0,2000,15,1.0,SAS,695,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,5,198,3,0,2000,19,0.0,SAS,550,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-149,247,3,0,2000,28,0.0,SAS,387,False,True,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,3,0,2000,0,1.0,SAS,359,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,-79,133,3,0,2000,15,1.0,SAS,281,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-23,40,3,0,2000,4,0.0,SAS,188,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,66,154,3,0,2000,16,1.0,SAS,37,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-86,257,3,0,2000,27,1.0,SAS,0,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,75,198,4,0,2000,21,0.0,SAS,702,True,False,False,False,False,True,False,False,1,0
Slam Dunk Shot,Dunk,0,0,4,0,2000,0,1.0,SAS,660,True,False,False,True,False,False,False,False,1,0
Jump Shot,Jump Shot,-58,68,4,0,2000,8,1.0,SAS,582,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,60,61,4,0,2000,8,1.0,SAS,547,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,117,253,4,0,2000,27,1.0,SAS,454,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-50,17,4,0,2000,5,0.0,SAS,409,True,False,False,False,False,True,False,False,1,0
Slam Dunk Shot,Dunk,0,0,4,0,2000,0,1.0,SAS,398,True,False,False,True,False,False,False,False,1,0
Jump Shot,Jump Shot,18,209,4,0,2000,20,0.0,SAS,240,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-136,160,4,0,2000,20,1.0,SAS,51,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,60,127,1,0,2000,14,1.0,DAL,626,True,False,False,False,False,True,False,False,1,0
Running Jump Shot,Jump Shot,87,133,1,0,2000,15,0.0,DAL,551,True,False,False,False,False,True,False,False,1,0
Running Jump Shot,Jump Shot,39,82,1,0,2000,9,1.0,DAL,514,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-149,2,1,0,2000,14,0.0,DAL,406,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,110,243,1,0,2000,26,1.0,DAL,326,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,110,13,1,0,2000,11,1.0,DAL,89,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,11,82,2,0,2000,8,0.0,DAL,537,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-16,55,2,0,2000,5,0.0,DAL,533,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,237,2,2,0,2000,23,0.0,DAL,528,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,11,198,2,0,2000,19,0.0,DAL,318,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-185,127,2,0,2000,22,1.0,DAL,109,True,False,False,False,False,True,False,False,1,0
Driving Dunk Shot,Dunk,0,0,2,0,2000,0,0.0,DAL,70,True,False,False,True,False,False,False,False,1,0
Jump Shot,Jump Shot,11,89,2,0,2000,8,1.0,DAL,25,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,18,160,2,0,2000,16,0.0,DAL,0,True,False,False,False,False,True,False,False,1,0
Slam Dunk Shot,Dunk,0,0,3,0,2000,0,1.0,DAL,632,True,False,False,True,False,False,False,False,1,0
Jump Shot,Jump Shot,-98,285,3,0,2000,30,0.0,DAL,377,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-157,45,3,0,2000,16,1.0,DAL,312,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-92,186,3,0,2000,20,1.0,DAL,245,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-149,28,3,0,2000,15,0.0,DAL,205,True,False,False,False,False,True,False,False,1,0
Running Jump Shot,Jump Shot,75,28,3,0,2000,8,1.0,DAL,183,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,138,13,3,0,2000,13,0.0,DAL,17,True,False,False,False,False,True,False,False,1,0
Tip Shot,Tip Shot,0,0,3,0,2000,0,1.0,DAL,0,True,False,False,False,False,False,False,True,1,0
Driving Layup Shot,Layup,0,0,4,0,2000,0,1.0,DAL,515,True,False,False,False,False,False,True,False,1,0
Running Jump Shot,Jump Shot,-115,110,4,0,2000,15,1.0,DAL,451,True,False,False,False,False,True,False,False,1,0
Slam Dunk Shot,Dunk,0,0,1,0,2000,0,1.0,PHI,597,True,False,False,True,False,False,False,False,1,0
Running Jump Shot,Jump Shot,-65,165,1,0,2000,17,1.0,PHI,447,True,False,False,False,False,True,False,False,1,0
Running Jump Shot,Jump Shot,81,133,1,0,2000,15,1.0,PHI,408,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,138,110,1,0,2000,17,0.0,PHI,213,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,231,394,1,0,2000,45,0.0,PHI,0,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,5,205,2,0,2000,20,0.0,PHI,681,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-44,148,2,0,2000,15,0.0,PHI,641,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,18,23,2,0,2000,2,1.0,PHI,566,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,123,89,2,0,2000,15,1.0,PHI,486,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-92,127,2,0,2000,15,0.0,PHI,348,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,2,0,2000,0,1.0,PHI,323,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,32,257,2,0,2000,25,0.0,PHI,220,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,33,78,2,0,2000,8,0.0,PHI,154,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-212,64,2,0,2000,22,0.0,PHI,0,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,123,148,3,0,2000,19,0.0,PHI,567,True,False,False,False,False,True,False,False,1,0
Layup Shot,Layup,0,0,3,0,2000,0,0.0,PHI,561,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,-122,137,3,0,2000,18,1.0,PHI,396,True,False,False,False,False,True,False,False,1,0
Running Jump Shot,Jump Shot,123,-15,3,0,2000,12,1.0,PHI,286,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-149,-15,3,0,2000,14,1.0,PHI,256,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,237,40,4,0,2000,24,1.0,PHI,686,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-1,160,4,0,2000,16,0.0,PHI,613,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-176,-15,4,0,2000,17,0.0,PHI,395,True,False,False,False,False,True,False,False,1,0
Layup Shot,Layup,0,0,4,0,2000,0,1.0,PHI,364,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,39,192,4,0,2000,19,1.0,PHI,302,True,False,False,False,False,True,False,False,1,0
Slam Dunk Shot,Dunk,0,0,4,0,2000,0,1.0,PHI,84,True,False,False,True,False,False,False,False,1,0
Running Jump Shot,Jump Shot,60,17,4,0,2000,6,1.0,PHI,38,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,150,116,1,0,2000,18,1.0,GSW,701,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,102,160,1,0,2000,18,0.0,GSW,654,True,False,False,False,False,True,False,False,0,0
Tip Shot,Tip Shot,0,0,1,0,2000,0,0.0,GSW,447,True,False,False,False,False,False,False,True,0,0
Jump Shot,Jump Shot,-4,167,1,0,2000,16,1.0,GSW,277,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-168,-21,1,0,2000,16,0.0,GSW,218,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,1,49,1,0,2000,4,0.0,GSW,190,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,144,0,1,0,2000,14,1.0,GSW,126,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-31,61,2,0,2000,6,0.0,GSW,605,True,False,False,False,False,True,False,False,0,0
Layup Shot,Layup,0,0,2,0,2000,0,1.0,GSW,540,True,False,False,False,False,False,True,False,0,0
Turnaround Jump Shot,Jump Shot,180,4,2,0,2000,18,1.0,GSW,477,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,159,0,2,0,2000,15,0.0,GSW,362,True,False,False,False,False,True,False,False,0,0
Driving Layup Shot,Layup,0,0,2,0,2000,0,0.0,GSW,74,True,False,False,False,False,False,True,False,0,0
Layup Shot,Layup,-18,21,2,0,2000,2,0.0,GSW,7,True,False,False,False,False,False,True,False,0,0
Reverse Layup Shot,Layup,0,0,3,0,2000,0,1.0,GSW,700,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,231,-4,3,0,2000,23,1.0,GSW,659,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-39,21,3,0,2000,4,0.0,GSW,508,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,96,139,3,0,2000,16,1.0,GSW,211,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-60,167,3,0,2000,17,0.0,GSW,154,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-231,-4,3,0,2000,23,1.0,GSW,29,False,True,False,False,False,True,False,False,0,0
Running Jump Shot,Jump Shot,1,78,4,0,2000,7,1.0,GSW,455,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-231,4,4,0,2000,23,0.0,GSW,355,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-225,-21,4,0,2000,22,0.0,GSW,222,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-73,78,4,0,2000,10,1.0,GSW,129,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-60,156,4,0,2000,16,0.0,GSW,65,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-189,4,4,0,2000,18,0.0,GSW,22,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,30,251,4,0,2000,25,0.0,GSW,0,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-147,-4,5,0,2000,14,1.0,GSW,146,True,False,False,False,False,True,False,False,0,0
Slam Dunk Shot,Dunk,0,0,5,0,2000,0,1.0,GSW,130,True,False,False,True,False,False,False,False,0,0
Jump Shot,Jump Shot,-153,0,5,0,2000,15,1.0,GSW,78,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,108,11,5,0,2000,10,1.0,GSW,34,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-96,318,5,0,2000,33,0.0,GSW,0,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,26,55,1,0,2000,6,1.0,SEA,507,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,172,99,1,0,2000,19,0.0,SEA,439,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,11,175,1,0,2000,17,0.0,SEA,185,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,75,175,1,0,2000,19,1.0,SEA,111,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-50,68,1,0,2000,8,1.0,SEA,11,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,186,-2,2,0,2000,18,0.0,SEA,684,True,False,False,False,False,True,False,False,1,0
Slam Dunk Shot,Dunk,0,0,2,0,2000,0,1.0,SEA,569,True,False,False,True,False,False,False,False,1,0
Layup Shot,Layup,0,0,2,0,2000,0,1.0,SEA,180,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,159,116,2,0,2000,19,0.0,SEA,150,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,2,0,2000,0,1.0,SEA,122,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,60,192,3,0,2000,20,0.0,SEA,694,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-44,13,3,0,2000,4,0.0,SEA,662,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,172,-2,3,0,2000,17,0.0,SEA,646,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,102,133,3,0,2000,16,1.0,SEA,512,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-23,127,3,0,2000,12,1.0,SEA,447,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,123,144,3,0,2000,18,0.0,SEA,376,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,138,209,3,0,2000,25,0.0,SEA,333,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-58,17,3,0,2000,6,0.0,SEA,235,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-71,192,4,0,2000,20,0.0,SEA,707,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-1,72,4,0,2000,7,0.0,SEA,667,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-145,21,4,0,2000,14,0.0,SEA,129,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,123,181,1,0,2000,21,1.0,DET,642,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-130,160,1,0,2000,20,0.0,DET,561,True,False,False,False,False,True,False,False,1,0
Slam Dunk Shot,Dunk,0,0,1,0,2000,0,1.0,DET,556,True,False,False,True,False,False,False,False,1,0
Jump Shot,Jump Shot,-115,247,1,0,2000,27,1.0,DET,512,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,132,120,1,0,2000,17,1.0,DET,479,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-170,40,1,0,2000,17,0.0,DET,408,True,False,False,False,False,True,False,False,1,0
Layup Shot,Layup,0,0,1,0,2000,0,1.0,DET,84,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,-176,318,1,0,2000,36,0.0,DET,0,False,True,False,False,False,True,False,False,1,0
Running Jump Shot,Jump Shot,66,127,2,0,2000,14,1.0,DET,638,True,False,False,False,False,True,False,False,1,0
Slam Dunk Shot,Dunk,0,0,2,0,2000,0,1.0,DET,209,True,False,False,True,False,False,False,False,1,0
Jump Shot,Jump Shot,-143,198,3,0,2000,24,1.0,DET,568,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,102,137,3,0,2000,17,1.0,DET,526,True,False,False,False,False,True,False,False,1,0
Running Jump Shot,Jump Shot,-10,61,3,0,2000,6,1.0,DET,462,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-10,247,3,0,2000,24,0.0,DET,398,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,138,110,3,0,2000,17,1.0,DET,376,True,False,False,False,False,True,False,False,1,0
Reverse Layup Shot,Layup,0,0,3,0,2000,0,0.0,DET,210,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,60,133,3,0,2000,14,0.0,DET,32,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-185,99,3,0,2000,20,0.0,DET,3,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-1,78,4,0,2000,7,0.0,DET,658,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-23,61,1,0,2000,6,0.0,MIL,650,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,1,0,2000,0,0.0,MIL,629,True,False,False,False,False,False,True,False,1,0
Layup Shot,Layup,0,0,1,0,2000,0,0.0,MIL,624,True,False,False,False,False,False,True,False,1,0
Layup Shot,Layup,0,0,1,0,2000,0,1.0,MIL,584,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,75,23,1,0,2000,7,0.0,MIL,551,True,False,False,False,False,True,False,False,1,0
Layup Shot,Layup,0,0,1,0,2000,0,0.0,MIL,314,True,False,False,False,False,False,True,False,1,0
Dunk Shot,Dunk,0,0,1,0,2000,0,0.0,MIL,257,True,False,False,True,False,False,False,False,1,0
Jump Shot,Jump Shot,11,175,1,0,2000,17,1.0,MIL,116,True,False,False,False,False,True,False,False,1,0
Slam Dunk Shot,Dunk,0,0,2,0,2000,0,1.0,MIL,377,True,False,False,True,False,False,False,False,1,0
Jump Shot,Jump Shot,-197,28,2,0,2000,19,0.0,MIL,313,True,False,False,False,False,True,False,False,1,0
Layup Shot,Layup,0,0,2,0,2000,0,1.0,MIL,251,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,138,110,2,0,2000,17,0.0,MIL,224,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,11,291,2,0,2000,29,0.0,MIL,155,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-98,253,2,0,2000,27,1.0,MIL,39,False,True,False,False,False,True,False,False,1,0
