action_type,combined_shot_type,loc_x,loc_y,period,playoffs,season,shot_distance,shot_made_flag,shot_zone_area,shot_zone_basic,opponent,remaining_time,2PT Field Goal,3PT Field Goal,home_court,injury
Driving Layup Shot,Layup,0,0,1,0,2000,0,1.0,Center(C),Restricted Area,LAC,434,True,False,0,0
Jump Shot,Jump Shot,127,80,1,0,2000,15,0.0,Right Side(R),Mid-Range,LAC,377,True,False,0,0
Jump Shot,Jump Shot,-143,219,1,0,2000,26,1.0,Left Side Center(LC),Above the Break 3,LAC,344,False,True,0,0
Jump Shot,Jump Shot,77,141,2,0,2000,16,1.0,Right Side Center(RC),Mid-Range,LAC,438,True,False,0,0
Running Jump Shot,Jump Shot,-6,70,2,0,2000,7,1.0,Center(C),In The Paint (Non-RA),LAC,395,True,False,0,0
Driving Layup Shot,Layup,0,0,2,0,2000,0,1.0,Center(C),Restricted Area,LAC,128,True,False,0,0
Layup Shot,Layup,0,0,2,0,2000,0,1.0,Center(C),Restricted Area,LAC,99,True,False,0,0
Jump Shot,Jump Shot,144,215,2,0,2000,25,1.0,Right Side Center(RC),Above the Break 3,LAC,36,False,True,0,0
Jump Shot,Jump Shot,-63,177,3,0,2000,18,0.0,Left Side Center(LC),Mid-Range,LAC,684,True,False,0,0
Jump Shot,Jump Shot,100,259,3,0,2000,27,0.0,Right Side Center(RC),Above the Break 3,LAC,440,False,True,0,0
Turnaround Jump Shot,Jump Shot,-48,78,3,0,2000,9,1.0,Left Side(L),In The Paint (Non-RA),LAC,293,True,False,0,0
Jump Shot,Jump Shot,153,198,3,0,2000,25,0.0,Right Side Center(RC),Above the Break 3,LAC,222,False,True,0,0
Alley Oop Layup shot,Layup,-56,21,3,0,2000,5,1.0,Center(C),In The Paint (Non-RA),LAC,135,True,False,0,0
Driving Layup Shot,Layup,0,0,3,0,2000,0,0.0,Center(C),Restricted Area,LAC,54,True,False,0,0
Jump Shot,Jump Shot,201,11,4,0,2000,20,1.0,Right Side(R),Mid-Range,LAC,667,True,False,0,0
Jump Shot,Jump Shot,243,34,1,0,2000,24,1.0,Right Side(R),Right Corner 3,IND,582,False,True,1,0
Jump Shot,Jump Shot,123,232,1,0,2000,26,1.0,Right Side Center(RC),Above the Break 3,IND,300,False,True,1,0
Jump Shot,Jump Shot,-157,137,1,0,2000,20,1.0,Left Side Center(LC),Mid-Range,IND,210,True,False,1,0
Jump Shot,Jump Shot,138,110,2,0,2000,17,0.0,Right Side Center(RC),Mid-Range,IND,668,True,False,1,0
Jump Shot,Jump Shot,102,137,2,0,2000,17,0.0,Right Side Center(RC),Mid-Range,IND,520,True,False,1,0
Jump Shot,Jump Shot,186,17,2,0,2000,18,0.0,Right Side(R),Mid-Range,IND,227,True,False,1,0
Driving Layup Shot,Layup,0,0,2,0,2000,0,1.0,Center(C),Restricted Area,IND,174,True,False,1,0
Slam Dunk Shot,Dunk,0,0,3,0,2000,0,1.0,Center(C),Restricted Area,IND,502,True,False,1,0
Jump Shot,Jump Shot,142,245,3,0,2000,28,0.0,Right Side Center(RC),Above the Break 3,IND,442,False,True,1,0
Jump Shot,Jump Shot,-33,70,3,0,2000,7,0.0,Center(C),In The Paint (Non-RA),IND,412,True,False,1,0
Jump Shot,Jump Shot,-12,42,3,0,2000,4,0.0,Center(C),In The Paint (Non-RA),IND,408,True,False,1,0
Jump Shot,Jump Shot,121,104,3,0,2000,15,0.0,Right Side(R),Mid-Range,IND,298,True,False,1,0
Driving Layup Shot,Layup,0,0,3,0,2000,0,1.0,Center(C),Restricted Area,IND,243,True,False,1,0
Jump Shot,Jump Shot,79,163,3,0,2000,18,0.0,Right Side Center(RC),Mid-Range,IND,198,True,False,1,0
Jump Shot,Jump Shot,-94,0,3,0,2000,9,0.0,Left Side(L),Mid-Range,IND,177,True,False,1,0
Running Jump Shot,Jump Shot,-124,135,3,0,2000,18,1.0,Left Side Center(LC),Mid-Range,IND,139,True,False,1,0
Running Dunk Shot,Dunk,0,0,3,0,2000,0,0.0,Center(C),Restricted Area,IND,75,True,False,1,0
Jump Shot,Jump Shot,108,409,3,0,2000,42,0.0,Back Court(BC),Above the Break 3,IND,0,False,True,1,0
Jump Shot,Jump Shot,-67,135,4,0,2000,15,0.0,Center(C),In The Paint (Non-RA),IND,632,True,False,1,0
Jump Shot,Jump Shot,-160,224,4,0,2000,27,1.0,Left Side Center(LC),Above the Break 3,IND,606,False,True,1,0
Jump Shot,Jump Shot,-134,9,1,0,2000,13,1.0,Left Side(L),Mid-Range,SEA,659,True,False,0,0
Jump Shot,Jump Shot,-122,15,1,0,2000,12,0.0,Left Side(L),Mid-Range,SEA,517,True,False,0,0
Jump Shot,Jump Shot,-101,116,1,0,2000,15,0.0,Left Side(L),Mid-Range,SEA,430,True,False,0,0
Running Jump Shot,Jump Shot,-29,19,1,0,2000,3,1.0,Center(C),Restricted Area,SEA,48,True,False,0,0
Jump Shot,Jump Shot,-50,245,1,0,2000,25,0.0,Center(C),Above the Break 3,SEA,24,False,True,0,0
Jump Shot,Jump Shot,-150,466,1,0,2000,48,0.0,Back Court(BC),Backcourt,SEA,0,False,True,0,0
Layup Shot,Layup,-29,13,2,0,2000,3,0.0,Center(C),Restricted Area,SEA,708,True,False,0,0
Jump Shot,Jump Shot,-35,19,2,0,2000,3,0.0,Center(C),Restricted Area,SEA,540,True,False,0,0
Jump Shot,Jump Shot,-35,19,2,0,2000,3,0.0,Center(C),Restricted Area,SEA,114,True,False,0,0
Slam Dunk Shot,Dunk,0,0,3,0,2000,0,1.0,Center(C),Restricted Area,SEA,577,True,False,0,0
Jump Shot,Jump Shot,167,207,3,0,2000,26,0.0,Right Side Center(RC),Above the Break 3,SEA,546,False,True,0,0
Slam Dunk Shot,Dunk,0,0,3,0,2000,0,1.0,Center(C),Restricted Area,SEA,422,True,False,0,0
Jump Shot,Jump Shot,60,177,3,0,2000,18,1.0,Right Side Center(RC),Mid-Range,SEA,225,True,False,0,0
Driving Layup Shot,Layup,0,0,3,0,2000,0,1.0,Center(C),Restricted Area,SEA,88,True,False,0,0
Jump Shot,Jump Shot,-86,253,1,0,2000,26,0.0,Left Side Center(LC),Above the Break 3,SAS,574,False,True,1,0
Jump Shot,Jump Shot,172,68,1,0,2000,18,1.0,Right Side(R),Mid-Range,SAS,448,True,False,1,0
Jump Shot,Jump Shot,-50,28,1,0,2000,5,0.0,Center(C),In The Paint (Non-RA),SAS,395,True,False,1,0
Jump Shot,Jump Shot,-86,165,1,0,2000,18,1.0,Left Side Center(LC),Mid-Range,SAS,330,True,False,1,0
Jump Shot,Jump Shot,-79,28,1,0,2000,8,0.0,Left Side(L),In The Paint (Non-RA),SAS,290,True,False,1,0
Driving Dunk Shot,Dunk,0,0,1,0,2000,0,1.0,Center(C),Restricted Area,SAS,244,True,False,1,0
Jump Shot,Jump Shot,18,144,1,0,2000,14,0.0,Center(C),Mid-Range,SAS,153,True,False,1,0
Jump Shot,Jump Shot,123,55,1,0,2000,13,0.0,Right Side(R),Mid-Range,SAS,120,True,False,1,0
Driving Layup Shot,Layup,0,0,1,0,2000,0,0.0,Center(C),Restricted Area,SAS,7,True,False,1,0
Jump Shot,Jump Shot,-170,-15,2,0,2000,17,0.0,Left Side(L),Mid-Range,SAS,280,True,False,1,0
Running Jump Shot,Jump Shot,159,116,2,0,2000,19,1.0,Right Side Center(RC),Mid-Range,SAS,254,True,False,1,0
Jump Shot,Jump Shot,32,148,3,0,2000,15,1.0,Center(C),Mid-Range,SAS,695,True,False,1,0
Jump Shot,Jump Shot,5,198,3,0,2000,19,0.0,Center(C),Mid-Range,SAS,550,True,False,1,0
Jump Shot,Jump Shot,-149,247,3,0,2000,28,0.0,Left Side Center(LC),Above the Break 3,SAS,387,False,True,1,0
Driving Layup Shot,Layup,0,0,3,0,2000,0,1.0,Center(C),Restricted Area,SAS,359,True,False,1,0
Jump Shot,Jump Shot,-79,133,3,0,2000,15,1.0,Left Side(L),In The Paint (Non-RA),SAS,281,True,False,1,0
Jump Shot,Jump Shot,-23,40,3,0,2000,4,0.0,Center(C),In The Paint (Non-RA),SAS,188,True,False,1,0
Jump Shot,Jump Shot,66,154,3,0,2000,16,1.0,Right Side Center(RC),Mid-Range,SAS,37,True,False,1,0
Jump Shot,Jump Shot,-86,257,3,0,2000,27,1.0,Left Side Center(LC),Above the Break 3,SAS,0,False,True,1,0
Jump Shot,Jump Shot,75,198,4,0,2000,21,0.0,Right Side Center(RC),Mid-Range,SAS,702,True,False,1,0
Slam Dunk Shot,Dunk,0,0,4,0,2000,0,1.0,Center(C),Restricted Area,SAS,660,True,False,1,0
Jump Shot,Jump Shot,-58,68,4,0,2000,8,1.0,Left Side(L),In The Paint (Non-RA),SAS,582,True,False,1,0
Jump Shot,Jump Shot,60,61,4,0,2000,8,1.0,Right Side(R),In The Paint (Non-RA),SAS,547,True,False,1,0
Jump Shot,Jump Shot,117,253,4,0,2000,27,1.0,Right Side Center(RC),Above the Break 3,SAS,454,False,True,1,0
Jump Shot,Jump Shot,-50,17,4,0,2000,5,0.0,Center(C),In The Paint (Non-RA),SAS,409,True,False,1,0
Slam Dunk Shot,Dunk,0,0,4,0,2000,0,1.0,Center(C),Restricted Area,SAS,398,True,False,1,0
Jump Shot,Jump Shot,18,209,4,0,2000,20,0.0,Center(C),Mid-Range,SAS,240,True,False,1,0
Jump Shot,Jump Shot,-136,160,4,0,2000,20,1.0,Left Side Center(LC),Mid-Range,SAS,51,True,False,1,0
Jump Shot,Jump Shot,60,127,1,0,2000,14,1.0,Center(C),In The Paint (Non-RA),DAL,626,True,False,1,0
Running Jump Shot,Jump Shot,87,133,1,0,2000,15,0.0,Right Side(R),Mid-Range,DAL,551,True,False,1,0
Running Jump Shot,Jump Shot,39,82,1,0,2000,9,1.0,Center(C),In The Paint (Non-RA),DAL,514,True,False,1,0
Jump Shot,Jump Shot,-149,2,1,0,2000,14,0.0,Left Side(L),Mid-Range,DAL,406,True,False,1,0
Jump Shot,Jump Shot,110,243,1,0,2000,26,1.0,Right Side Center(RC),Above the Break 3,DAL,326,False,True,1,0
Jump Shot,Jump Shot,110,13,1,0,2000,11,1.0,Right Side(R),Mid-Range,DAL,89,True,False,1,0
Jump Shot,Jump Shot,11,82,2,0,2000,8,0.0,Center(C),In The Paint (Non-RA),DAL,537,True,False,1,0
Jump Shot,Jump Shot,-16,55,2,0,2000,5,0.0,Center(C),In The Paint (Non-RA),DAL,533,True,False,1,0
Jump Shot,Jump Shot,237,2,2,0,2000,23,0.0,Right Side(R),Right Corner 3,DAL,528,False,True,1,0
Jump Shot,Jump Shot,11,198,2,0,2000,19,0.0,Center(C),Mid-Range,DAL,318,True,False,1,0
Jump Shot,Jump Shot,-185,127,2,0,2000,22,1.0,Left Side(L),Mid-Range,DAL,109,True,False,1,0
Driving Dunk Shot,Dunk,0,0,2,0,2000,0,0.0,Center(C),Restricted Area,DAL,70,True,False,1,0
Jump Shot,Jump Shot,11,89,2,0,2000,8,1.0,Center(C),In The Paint (Non-RA),DAL,25,True,False,1,0
Jump Shot,Jump Shot,18,160,2,0,2000,16,0.0,Center(C),Mid-Range,DAL,0,True,False,1,0
Slam Dunk Shot,Dunk,0,0,3,0,2000,0,1.0,Center(C),Restricted Area,DAL,632,True,False,1,0
Jump Shot,Jump Shot,-98,285,3,0,2000,30,0.0,Left Side Center(LC),Above the Break 3,DAL,377,False,True,1,0
Jump Shot,Jump Shot,-157,45,3,0,2000,16,1.0,Left Side(L),Mid-Range,DAL,312,True,False,1,0
Jump Shot,Jump Shot,-92,186,3,0,2000,20,1.0,Left Side Center(LC),Mid-Range,DAL,245,True,False,1,0
Jump Shot,Jump Shot,-149,28,3,0,2000,15,0.0,Left Side(L),Mid-Range,DAL,205,True,False,1,0
Running Jump Shot,Jump Shot,75,28,3,0,2000,8,1.0,Right Side(R),In The Paint (Non-RA),DAL,183,True,False,1,0
Jump Shot,Jump Shot,138,13,3,0,2000,13,0.0,Right Side(R),Mid-Range,DAL,17,True,False,1,0
Tip Shot,Tip Shot,0,0,3,0,2000,0,1.0,Center(C),Restricted Area,DAL,0,True,False,1,0
Driving Layup Shot,Layup,0,0,4,0,2000,0,1.0,Center(C),Restricted Area,DAL,515,True,False,1,0
Running Jump Shot,Jump Shot,-115,110,4,0,2000,15,1.0,Left Side(L),Mid-Range,DAL,451,True,False,1,0
Slam Dunk Shot,Dunk,0,0,1,0,2000,0,1.0,Center(C),Restricted Area,PHI,597,True,False,1,0
Running Jump Shot,Jump Shot,-65,165,1,0,2000,17,1.0,Left Side Center(LC),Mid-Range,PHI,447,True,False,1,0
Running Jump Shot,Jump Shot,81,133,1,0,2000,15,1.0,Right Side(R),Mid-Range,PHI,408,True,False,1,0
Jump Shot,Jump Shot,138,110,1,0,2000,17,0.0,Right Side Center(RC),Mid-Range,PHI,213,True,False,1,0
Jump Shot,Jump Shot,231,394,1,0,2000,45,0.0,Right Side Center(RC),Above the Break 3,PHI,0,False,True,1,0
Jump Shot,Jump Shot,5,205,2,0,2000,20,0.0,Center(C),Mid-Range,PHI,681,True,False,1,0
Jump Shot,Jump Shot,-44,148,2,0,2000,15,0.0,Center(C),Mid-Range,PHI,641,True,False,1,0
Driving Layup Shot,Layup,18,23,2,0,2000,2,1.0,Center(C),Restricted Area,PHI,566,True,False,1,0
Jump Shot,Jump Shot,123,89,2,0,2000,15,1.0,Right Side(R),Mid-Range,PHI,486,True,False,1,0
Jump Shot,Jump Shot,-92,127,2,0,2000,15,0.0,Left Side(L),Mid-Range,PHI,348,True,False,1,0
Driving Layup Shot,Layup,0,0,2,0,2000,0,1.0,Center(C),Restricted Area,PHI,323,True,False,1,0
Jump Shot,Jump Shot,32,257,2,0,2000,25,0.0,Center(C),Above the Break 3,PHI,220,False,True,1,0
Jump Shot,Jump Shot,33,78,2,0,2000,8,0.0,Center(C),In The Paint (Non-RA),PHI,154,True,False,1,0
Jump Shot,Jump Shot,-212,64,2,0,2000,22,0.0,Left Side(L),Mid-Range,PHI,0,True,False,1,0
Jump Shot,Jump Shot,123,148,3,0,2000,19,0.0,Right Side Center(RC),Mid-Range,PHI,567,True,False,1,0
Layup Shot,Layup,0,0,3,0,2000,0,0.0,Center(C),Restricted Area,PHI,561,True,False,1,0
Jump Shot,Jump Shot,-122,137,3,0,2000,18,1.0,Left Side Center(LC),Mid-Range,PHI,396,True,False,1,0
Running Jump Shot,Jump Shot,123,-15,3,0,2000,12,1.0,Right Side(R),Mid-Range,PHI,286,True,False,1,0
Jump Shot,Jump Shot,-149,-15,3,0,2000,14,1.0,Left Side(L),Mid-Range,PHI,256,True,False,1,0
Jump Shot,Jump Shot,237,40,4,0,2000,24,1.0,Right Side(R),Right Corner 3,PHI,686,False,True,1,0
Jump Shot,Jump Shot,-1,160,4,0,2000,16,0.0,Center(C),Mid-Range,PHI,613,True,False,1,0
Jump Shot,Jump Shot,-176,-15,4,0,2000,17,0.0,Left Side(L),Mid-Range,PHI,395,True,False,1,0
Layup Shot,Layup,0,0,4,0,2000,0,1.0,Center(C),Restricted Area,PHI,364,True,False,1,0
Jump Shot,Jump Shot,39,192,4,0,2000,19,1.0,Center(C),Mid-Range,PHI,302,True,False,1,0
Slam Dunk Shot,Dunk,0,0,4,0,2000,0,1.0,Center(C),Restricted Area,PHI,84,True,False,1,0
Running Jump Shot,Jump Shot,60,17,4,0,2000,6,1.0,Center(C),In The Paint (Non-RA),PHI,38,True,False,1,0
Jump Shot,Jump Shot,150,116,1,0,2000,18,1.0,Right Side Center(RC),Mid-Range,GSW,701,True,False,0,0
Jump Shot,Jump Shot,102,160,1,0,2000,18,0.0,Right Side Center(RC),Mid-Range,GSW,654,True,False,0,0
Tip Shot,Tip Shot,0,0,1,0,2000,0,0.0,Center(C),Restricted Area,GSW,447,True,False,0,0
Jump Shot,Jump Shot,-4,167,1,0,2000,16,1.0,Center(C),Mid-Range,GSW,277,True,False,0,0
Jump Shot,Jump Shot,-168,-21,1,0,2000,16,0.0,Left Side(L),Mid-Range,GSW,218,True,False,0,0
Jump Shot,Jump Shot,1,49,1,0,2000,4,0.0,Center(C),In The Paint (Non-RA),GSW,190,True,False,0,0
Jump Shot,Jump Shot,144,0,1,0,2000,14,1.0,Right Side(R),Mid-Range,GSW,126,True,False,0,0
Jump Shot,Jump Shot,-31,61,2,0,2000,6,0.0,Center(C),In The Paint (Non-RA),GSW,605,True,False,0,0
Layup Shot,Layup,0,0,2,0,2000,0,1.0,Center(C),Restricted Area,GSW,540,True,False,0,0
Turnaround Jump Shot,Jump Shot,180,4,2,0,2000,18,1.0,Right Side(R),Mid-Range,GSW,477,True,False,0,0
Jump Shot,Jump Shot,159,0,2,0,2000,15,0.0,Right Side(R),Mid-Range,GSW,362,True,False,0,0
Driving Layup Shot,Layup,0,0,2,0,2000,0,0.0,Center(C),Restricted Area,GSW,74,True,False,0,0
Layup Shot,Layup,-18,21,2,0,2000,2,0.0,Center(C),Restricted Area,GSW,7,True,False,0,0
Reverse Layup Shot,Layup,0,0,3,0,2000,0,1.0,Center(C),Restricted Area,GSW,700,True,False,0,0
Jump Shot,Jump Shot,231,-4,3,0,2000,23,1.0,Right Side(R),Right Corner 3,GSW,659,False,True,0,0
Jump Shot,Jump Shot,-39,21,3,0,2000,4,0.0,Center(C),In The Paint (Non-RA),GSW,508,True,False,0,0
Jump Shot,Jump Shot,96,139,3,0,2000,16,1.0,Right Side Center(RC),Mid-Range,GSW,211,True,False,0,0
Jump Shot,Jump Shot,-60,167,3,0,2000,17,0.0,Left Side Center(LC),Mid-Range,GSW,154,True,False,0,0
Jump Shot,Jump Shot,-231,-4,3,0,2000,23,1.0,Left Side(L),Left Corner 3,GSW,29,False,True,0,0
Running Jump Shot,Jump Shot,1,78,4,0,2000,7,1.0,Center(C),In The Paint (Non-RA),GSW,455,True,False,0,0
Jump Shot,Jump Shot,-231,4,4,0,2000,23,0.0,Left Side(L),Left Corner 3,GSW,355,False,True,0,0
Jump Shot,Jump Shot,-225,-21,4,0,2000,22,0.0,Left Side(L),Left Corner 3,GSW,222,False,True,0,0
Jump Shot,Jump Shot,-73,78,4,0,2000,10,1.0,Left Side(L),In The Paint (Non-RA),GSW,129,True,False,0,0
Jump Shot,Jump Shot,-60,156,4,0,2000,16,0.0,Left Side Center(LC),Mid-Range,GSW,65,True,False,0,0
Jump Shot,Jump Shot,-189,4,4,0,2000,18,0.0,Left Side(L),Mid-Range,GSW,22,True,False,0,0
Jump Shot,Jump Shot,30,251,4,0,2000,25,0.0,Center(C),Above the Break 3,GSW,0,False,True,0,0
Jump Shot,Jump Shot,-147,-4,5,0,2000,14,1.0,Left Side(L),Mid-Range,GSW,146,True,False,0,0
Slam Dunk Shot,Dunk,0,0,5,0,2000,0,1.0,Center(C),Restricted Area,GSW,130,True,False,0,0
Jump Shot,Jump Shot,-153,0,5,0,2000,15,1.0,Left Side(L),Mid-Range,GSW,78,True,False,0,0
Jump Shot,Jump Shot,108,11,5,0,2000,10,1.0,Right Side(R),Mid-Range,GSW,34,True,False,0,0
Jump Shot,Jump Shot,-96,318,5,0,2000,33,0.0,Center(C),Above the Break 3,GSW,0,False,True,0,0
Jump Shot,Jump Shot,26,55,1,0,2000,6,1.0,Center(C),In The Paint (Non-RA),SEA,507,True,False,1,0
Jump Shot,Jump Shot,172,99,1,0,2000,19,0.0,Right Side(R),Mid-Range,SEA,439,True,False,1,0
Jump Shot,Jump Shot,11,175,1,0,2000,17,0.0,Center(C),Mid-Range,SEA,185,True,False,1,0
Jump Shot,Jump Shot,75,175,1,0,2000,19,1.0,Right Side Center(RC),Mid-Range,SEA,111,True,False,1,0
Jump Shot,Jump Shot,-50,68,1,0,2000,8,1.0,Left Side(L),In The Paint (Non-RA),SEA,11,True,False,1,0
Jump Shot,Jump Shot,186,-2,2,0,2000,18,0.0,Right Side(R),Mid-Range,SEA,684,True,False,1,0
Slam Dunk Shot,Dunk,0,0,2,0,2000,0,1.0,Center(C),Restricted Area,SEA,569,True,False,1,0
Layup Shot,Layup,0,0,2,0,2000,0,1.0,Center(C),Restricted Area,SEA,180,True,False,1,0
Jump Shot,Jump Shot,159,116,2,0,2000,19,0.0,Right Side Center(RC),Mid-Range,SEA,150,True,False,1,0
Driving Layup Shot,Layup,0,0,2,0,2000,0,1.0,Center(C),Restricted Area,SEA,122,True,False,1,0
Jump Shot,Jump Shot,60,192,3,0,2000,20,0.0,Center(C),Mid-Range,SEA,694,True,False,1,0
Jump Shot,Jump Shot,-44,13,3,0,2000,4,0.0,Center(C),In The Paint (Non-RA),SEA,662,True,False,1,0
Jump Shot,Jump Shot,172,-2,3,0,2000,17,0.0,Right Side(R),Mid-Range,SEA,646,True,False,1,0
Jump Shot,Jump Shot,102,133,3,0,2000,16,1.0,Right Side Center(RC),Mid-Range,SEA,512,True,False,1,0
Jump Shot,Jump Shot,-23,127,3,0,2000,12,1.0,Center(C),In The Paint (Non-RA),SEA,447,True,False,1,0
Jump Shot,Jump Shot,123,144,3,0,2000,18,0.0,Right Side Center(RC),Mid-Range,SEA,376,True,False,1,0
Jump Shot,Jump Shot,138,209,3,0,2000,25,0.0,Right Side Center(RC),Above the Break 3,SEA,333,False,True,1,0
Jump Shot,Jump Shot,-58,17,3,0,2000,6,0.0,Center(C),In The Paint (Non-RA),SEA,235,True,False,1,0
Jump Shot,Jump Shot,-71,192,4,0,2000,20,0.0,Left Side Center(LC),Mid-Range,SEA,707,True,False,1,0
Jump Shot,Jump Shot,-1,72,4,0,2000,7,0.0,Center(C),In The Paint (Non-RA),SEA,667,True,False,1,0
Jump Shot,Jump Shot,-145,21,4,0,2000,14,0.0,Left Side(L),Mid-Range,SEA,129,True,False,1,0
Jump Shot,Jump Shot,123,181,1,0,2000,21,1.0,Right Side Center(RC),Mid-Range,DET,642,True,False,1,0
Jump Shot,Jump Shot,-130,160,1,0,2000,20,0.0,Left Side Center(LC),Mid-Range,DET,561,True,False,1,0
Slam Dunk Shot,Dunk,0,0,1,0,2000,0,1.0,Center(C),Restricted Area,DET,556,True,False,1,0
Jump Shot,Jump Shot,-115,247,1,0,2000,27,1.0,Left Side Center(LC),Above the Break 3,DET,512,False,True,1,0
Jump Shot,Jump Shot,132,120,1,0,2000,17,1.0,Right Side Center(RC),Mid-Range,DET,479,True,False,1,0
Jump Shot,Jump Shot,-170,40,1,0,2000,17,0.0,Left Side(L),Mid-Range,DET,408,True,False,1,0
Layup Shot,Layup,0,0,1,0,2000,0,1.0,Center(C),Restricted Area,DET,84,True,False,1,0
Jump Shot,Jump Shot,-176,318,1,0,2000,36,0.0,Left Side Center(LC),Above the Break 3,DET,0,False,True,1,0
Running Jump Shot,Jump Shot,66,127,2,0,2000,14,1.0,Center(C),In The Paint (Non-RA),DET,638,True,False,1,0
Slam Dunk Shot,Dunk,0,0,2,0,2000,0,1.0,Center(C),Restricted Area,DET,209,True,False,1,0
Jump Shot,Jump Shot,-143,198,3,0,2000,24,1.0,Left Side Center(LC),Above the Break 3,DET,568,False,True,1,0
Jump Shot,Jump Shot,102,137,3,0,2000,17,1.0,Right Side Center(RC),Mid-Range,DET,526,True,False,1,0
Running Jump Shot,Jump Shot,-10,61,3,0,2000,6,1.0,Center(C),In The Paint (Non-RA),DET,462,True,False,1,0
Jump Shot,Jump Shot,-10,247,3,0,2000,24,0.0,Center(C),Above the Break 3,DET,398,False,True,1,0
Jump Shot,Jump Shot,138,110,3,0,2000,17,1.0,Right Side Center(RC),Mid-Range,DET,376,True,False,1,0
Reverse Layup Shot,Layup,0,0,3,0,2000,0,0.0,Center(C),Restricted Area,DET,210,True,False,1,0
Jump Shot,Jump Shot,60,133,3,0,2000,14,0.0,Center(C),In The Paint (Non-RA),DET,32,True,False,1,0
Jump Shot,Jump Shot,-185,99,3,0,2000,20,0.0,Left Side(L),Mid-Range,DET,3,True,False,1,0
Jump Shot,Jump Shot,-1,78,4,0,2000,7,0.0,Center(C),In The Paint (Non-RA),DET,658,True,False,1,0
Jump Shot,Jump Shot,-23,61,1,0,2000,6,0.0,Center(C),In The Paint (Non-RA),MIL,650,True,False,1,0
Driving Layup Shot,Layup,0,0,1,0,2000,0,0.0,Center(C),Restricted Area,MIL,629,True,False,1,0
Layup Shot,Layup,0,0,1,0,2000,0,0.0,Center(C),Restricted Area,MIL,624,True,False,1,0
Layup Shot,Layup,0,0,1,0,2000,0,1.0,Center(C),Restricted Area,MIL,584,True,False,1,0
Jump Shot,Jump Shot,75,23,1,0,2000,7,0.0,Center(C),In The Paint (Non-RA),MIL,551,True,False,1,0
Layup Shot,Layup,0,0,1,0,2000,0,0.0,Center(C),Restricted Area,MIL,314,True,False,1,0
Dunk Shot,Dunk,0,0,1,0,2000,0,0.0,Center(C),Restricted Area,MIL,257,True,False,1,0
Jump Shot,Jump Shot,11,175,1,0,2000,17,1.0,Center(C),Mid-Range,MIL,116,True,False,1,0
Slam Dunk Shot,Dunk,0,0,2,0,2000,0,1.0,Center(C),Restricted Area,MIL,377,True,False,1,0
Jump Shot,Jump Shot,-197,28,2,0,2000,19,0.0,Left Side(L),Mid-Range,MIL,313,True,False,1,0
Layup Shot,Layup,0,0,2,0,2000,0,1.0,Center(C),Restricted Area,MIL,251,True,False,1,0
Jump Shot,Jump Shot,138,110,2,0,2000,17,0.0,Right Side Center(RC),Mid-Range,MIL,224,True,False,1,0
Jump Shot,Jump Shot,11,291,2,0,2000,29,0.0,Center(C),Above the Break 3,MIL,155,False,True,1,0
Jump Shot,Jump Shot,-98,253,2,0,2000,27,1.0,Left Side Center(LC),Above the Break 3,MIL,39,False,True,1,0
Jump Shot,Jump Shot,-122,236,2,0,2000,26,0.0,Left Side Center(LC),Above the Break 3,MIL,22,False,True,1,0
Jump Shot,Jump Shot,110,127,3,0,2000,16,0.0,Right Side Center(RC),Mid-Range,MIL,706,True,False,1,0
Jump Shot,Jump Shot,81,175,3,0,2000,19,0.0,Right Side Center(RC),Mid-Range,MIL,447,True,False,1,0
Jump Shot,Jump Shot,110,23,3,0,2000,11,0.0,Right Side(R),Mid-Range,MIL,172,True,False,1,0
Running Jump Shot,Jump Shot,32,61,3,0,2000,6,1.0,Center(C),In The Paint (Non-RA),MIL,50,True,False,1,0
Jump Shot,Jump Shot,153,232,4,0,2000,27,1.0,Right Side Center(RC),Above the Break 3,MIL,411,False,True,1,0
Jump Shot,Jump Shot,87,28,4,0,2000,9,0.0,Right Side(R),Mid-Range,MIL,378,True,False,1,0
Jump Shot,Jump Shot,-130,219,4,0,2000,25,1.0,Left Side Center(LC),Above the Break 3,MIL,290,False,True,1,0
Jump Shot,Jump Shot,144,219,4,0,2000,26,0.0,Right Side Center(RC),Above the Break 3,MIL,243,False,True,1,0
Jump Shot,Jump Shot,-107,247,4,0,2000,26,0.0,Left Side Center(LC),Above the Break 3,MIL,170,False,True,1,0
Jump Shot,Jump Shot,-86,13,4,0,2000,8,0.0,Left Side(L),Mid-Range,MIL,148,True,False,1,0
Jump Shot,Jump Shot,-136,7,4,0,2000,13,0.0,Left Side(L),Mid-Range,MIL,146,True,False,1,0
Running Jump Shot,Jump Shot,-71,45,4,0,2000,8,0.0,Left Side(L),In The Paint (Non-RA),MIL,12,True,False,1,0
Jump Shot,Jump Shot,-71,270,4,0,2000,27,0.0,Center(C),Above the Break 3,MIL,0,False,True,1,0
Running Jump Shot,Jump Shot,-27,34,1,0,2000,4,1.0,Center(C),In The Paint (Non-RA),POR,232,True,False,0,0
Running Jump Shot,Jump Shot,-27,91,1,0,2000,9,1.0,Center(C),In The Paint (Non-RA),POR,40,True,False,0,0
Layup Shot,Layup,0,0,1,0,2000,0,0.0,Center(C),Restricted Area,POR,13,True,False,0,0
Driving Layup Shot,Layup,0,0,1,0,2000,0,1.0,Center(C),Restricted Area,POR,2,True,False,0,0
